Year,Region,State,District,Population,Plastic Waste (kg),Plastic Type,Source
2019,India,Karnataka,Varanasi,882563,31651.604223949187,PP,Industrial
2015,India,Nagaland,Siliguri,5602788,31485.93318394264,Other,Packaging
2022,India,Nagaland,Howrah,9569974,41421.166329802145,Other,Industrial
2018,India,Gujarat,Siliguri,2350043,47774.40042904859,PVC,Household
2024,India,Nagaland,Howrah,6837680,20620.701984849704,PVC,Industrial
2024,India,Gujarat,Howrah,3642819,35431.353849684696,PP,Industrial
2017,India,Nagaland,Varanasi,720233,14088.611130722535,Other,Packaging
2018,India,Nagaland,Siliguri,2168234,2082.8903744334593,PP,Packaging
2021,India,Nagaland,Howrah,1124342,11362.646703642227,Other,Packaging
2024,India,Nagaland,Siliguri,5169543,32062.614821443636,PP,Packaging
2015,India,Karnataka,Varanasi,5705778,30606.082080179778,PP,Household
2017,India,Gujarat,Howrah,1651724,40629.84337530691,Other,Industrial
2024,India,Gujarat,Varanasi,4327221,32308.307030775868,PP,Packaging
2017,India,Karnataka,Siliguri,2686811,24379.45206434664,PP,Packaging
2022,India,Gujarat,Howrah,548664,46368.0935030141,Other,Household
2016,India,Gujarat,Siliguri,5537573,29555.95766307387,PVC,Packaging
2024,India,Nagaland,Varanasi,5648392,33739.555498728165,PP,Packaging
2017,India,Karnataka,Howrah,876516,47220.66351772317,PVC,Household
2020,India,Gujarat,Howrah,4645398,1457.3494409320724,PVC,Household
2016,India,Gujarat,Howrah,8374873,13974.14609554375,Other,Industrial
2019,India,Nagaland,Siliguri,779625,46017.79756988655,Other,Household
2024,India,Gujarat,Howrah,5930523,39172.92604423819,Other,Household
2020,India,Karnataka,Howrah,8756639,1943.5016296233057,Other,Household
2023,India,Karnataka,Howrah,3698351,26412.74898994692,PP,Packaging
2022,India,Gujarat,Howrah,7586678,12964.249377567463,PP,Household
2015,India,Nagaland,Howrah,5750586,44846.9168185377,PVC,Household
2020,India,Karnataka,Howrah,983043,24988.645629113264,PVC,Household
2022,India,Nagaland,Varanasi,7615149,47546.12968461098,PVC,Household
2017,India,Gujarat,Varanasi,5584925,11389.659448096982,Other,Industrial
2023,India,Gujarat,Siliguri,1747968,5406.067024728417,Other,Industrial
2023,India,Karnataka,Howrah,7205573,20576.382576624484,PVC,Household
2022,India,Karnataka,Siliguri,8753688,41499.570004220855,PVC,Industrial
2021,India,Karnataka,Siliguri,1436717,4105.428384879828,PP,Industrial
2021,India,Nagaland,Varanasi,8019604,20341.71883563022,PVC,Packaging
2021,India,Karnataka,Howrah,108310,24182.124019059764,PVC,Industrial
2019,India,Nagaland,Varanasi,9187873,30028.76969124699,Other,Packaging
2018,India,Gujarat,Siliguri,8960830,23105.524831484174,PVC,Industrial
2017,India,Karnataka,Varanasi,3109385,40483.21545533564,Other,Household
2022,India,Gujarat,Siliguri,726461,12540.847808879738,PVC,Industrial
2016,India,Karnataka,Siliguri,6080642,33004.159906622095,PVC,Industrial
2024,India,Gujarat,Varanasi,7487573,1541.6364105012856,PP,Household
2019,India,Gujarat,Howrah,2662319,14511.987348417286,PP,Packaging
2018,India,Gujarat,Siliguri,9022695,41227.63771128543,Other,Packaging
2021,India,Karnataka,Howrah,2884909,14350.035359110221,PVC,Packaging
2017,India,Nagaland,Siliguri,3178131,4057.181738282742,Other,Household
2017,India,Karnataka,Varanasi,8529013,44833.413625849986,Other,Household
2023,India,Karnataka,Siliguri,2370238,8806.25976595137,PVC,Packaging
2018,India,Karnataka,Siliguri,1678919,17275.223553624215,PVC,Packaging
2024,India,Karnataka,Varanasi,3034996,13773.776272507503,PVC,Industrial
2022,India,Nagaland,Varanasi,8739156,36024.21518638438,Other,Packaging
2019,India,Nagaland,Howrah,4596927,8932.132852885712,PP,Industrial
2016,India,Gujarat,Varanasi,4153081,18073.471717192104,Other,Packaging
2016,India,Gujarat,Howrah,5286060,49415.60549808638,PVC,Packaging
2020,India,Nagaland,Varanasi,6608429,21560.525684866036,Other,Packaging
2019,India,Nagaland,Varanasi,4069960,10565.979871271546,PVC,Industrial
2016,India,Gujarat,Siliguri,4654070,36078.77162013407,PVC,Household
2016,India,Karnataka,Siliguri,9053287,38750.43607017764,PP,Packaging
2018,India,Gujarat,Howrah,959037,17685.39847992353,PP,Packaging
2018,India,Karnataka,Howrah,6973064,9685.72708777591,Other,Household
2016,India,Karnataka,Siliguri,8947766,19839.98291778018,PP,Household
2020,India,Nagaland,Howrah,9637100,9237.309934851679,PP,Household
2015,India,Nagaland,Varanasi,8505984,6966.4655945614595,Other,Industrial
2024,India,Nagaland,Howrah,7772023,48297.93035059656,PVC,Packaging
2019,India,Nagaland,Varanasi,6163304,25219.17111581935,PP,Household
2018,India,Gujarat,Howrah,7954944,10314.271338370669,PP,Packaging
2017,India,Nagaland,Siliguri,1553635,11840.535728689409,Other,Packaging
2024,India,Karnataka,Varanasi,9922642,23519.361652273747,Other,Packaging
2020,India,Gujarat,Howrah,331246,47915.946796666874,Other,Household
2024,India,Nagaland,Varanasi,2509308,42696.84434797125,PVC,Packaging
2016,India,Gujarat,Varanasi,4963110,41272.58108203107,PP,Industrial
2021,India,Karnataka,Siliguri,5272712,48950.386091801454,PP,Household
2017,India,Nagaland,Howrah,5342238,8346.874146256232,PVC,Packaging
2024,India,Nagaland,Siliguri,3193491,14472.573034318713,PVC,Packaging
2020,India,Karnataka,Siliguri,3479775,31928.37195157646,PVC,Packaging
2020,India,Gujarat,Varanasi,8026256,49197.20748161038,PVC,Packaging
2020,India,Gujarat,Howrah,7722604,36270.26757503236,PP,Packaging
2021,India,Nagaland,Howrah,4614248,10172.790172658253,PP,Packaging
2017,India,Karnataka,Siliguri,1901039,17530.57956308924,PVC,Industrial
2024,India,Gujarat,Siliguri,5109092,14971.58717080112,PVC,Packaging
2023,India,Nagaland,Varanasi,3911048,12503.345494232408,PVC,Packaging
2019,India,Gujarat,Howrah,568922,4548.43658814143,PP,Industrial
2017,India,Karnataka,Varanasi,5504874,23092.010180745725,Other,Household
2020,India,Gujarat,Siliguri,9540613,14338.29568193031,PVC,Packaging
2020,India,Karnataka,Varanasi,790313,46543.84363068491,PVC,Household
2018,India,Karnataka,Varanasi,8876167,20912.9331889253,PP,Industrial
2019,India,Karnataka,Siliguri,5928020,10989.695720643884,PVC,Packaging
2018,India,Karnataka,Howrah,5490050,23290.544934760368,PP,Packaging
2019,India,Gujarat,Varanasi,3242246,46848.13514062815,PVC,Packaging
2016,India,Karnataka,Varanasi,6819696,18887.07864215281,Other,Packaging
2020,India,Nagaland,Howrah,7788903,9808.943791435397,PP,Household
2017,India,Nagaland,Howrah,4169776,3755.1247780065314,Other,Packaging
2019,India,Karnataka,Howrah,9835799,38336.97535011548,PP,Industrial
2023,India,Karnataka,Varanasi,8129051,26768.699105913416,Other,Packaging
2021,India,Nagaland,Siliguri,6729822,23001.07903864499,PVC,Packaging
2021,India,Nagaland,Siliguri,9303389,2438.9418455446585,PP,Packaging
2022,India,Karnataka,Varanasi,9609103,45194.305181035656,Other,Household
2023,India,Nagaland,Siliguri,8971688,42514.11827834829,PP,Packaging
2024,India,Nagaland,Siliguri,3231754,4953.687460304911,PP,Packaging
2015,India,Gujarat,Varanasi,6731538,18174.447414095775,PP,Industrial
2024,India,Karnataka,Varanasi,9419625,3310.002584113038,PP,Industrial
2015,India,Nagaland,Siliguri,2359075,48888.547776947256,Other,Industrial
2023,India,Nagaland,Varanasi,8226291,9425.633854864303,PVC,Household
2015,India,Karnataka,Siliguri,5875428,21363.52989677608,PP,Industrial
2019,India,Karnataka,Siliguri,7018999,13284.236971854534,Other,Industrial
2021,India,Gujarat,Siliguri,2167388,43604.953334736325,PVC,Packaging
2017,India,Gujarat,Howrah,564500,46334.036610154646,PP,Packaging
2015,India,Nagaland,Howrah,4504954,10972.99345170753,Other,Industrial
2022,India,Nagaland,Siliguri,9743097,18822.879409112466,PP,Packaging
2019,India,Karnataka,Howrah,8802182,11762.765563992996,PVC,Household
2020,India,Gujarat,Howrah,1376290,25211.92072311945,PP,Packaging
2018,India,Nagaland,Howrah,1004291,23184.18969354745,PVC,Industrial
2023,India,Nagaland,Siliguri,7904911,41646.43487736403,PP,Industrial
2019,India,Karnataka,Howrah,3541855,35596.30803549612,PP,Household
2023,India,Karnataka,Varanasi,7506782,1489.8485947591685,PVC,Household
2024,India,Nagaland,Varanasi,272263,22779.800095828105,PVC,Industrial
2016,India,Gujarat,Howrah,1448342,28892.33238523865,PP,Household
2023,India,Karnataka,Siliguri,9514814,26890.80691736306,PVC,Industrial
2016,India,Gujarat,Howrah,8268898,29729.724771441237,Other,Household
2016,India,Karnataka,Varanasi,8685239,36448.31717824513,PVC,Household
2018,India,Karnataka,Howrah,3048828,16287.432371084145,PP,Industrial
2020,India,Karnataka,Varanasi,1661359,43046.278005524815,Other,Industrial
2017,India,Karnataka,Howrah,8389268,38417.60835784777,Other,Industrial
2016,India,Gujarat,Siliguri,6898575,47993.079746988406,PVC,Industrial
2019,India,Gujarat,Siliguri,8447012,4116.849780281966,Other,Household
2017,India,Karnataka,Siliguri,9899867,45038.501596976545,PVC,Household
2016,India,Karnataka,Siliguri,8406065,15915.21247724019,Other,Industrial
2021,India,Nagaland,Howrah,6104198,34693.55074424662,PVC,Industrial
2016,India,Nagaland,Howrah,9402271,38092.45506399205,Other,Packaging
2015,India,Karnataka,Howrah,7547802,11877.895905395617,PVC,Household
2017,India,Karnataka,Varanasi,1484740,3696.482861144317,PP,Household
2022,India,Gujarat,Siliguri,3366336,48948.13404333976,PVC,Packaging
2016,India,Nagaland,Varanasi,2070071,12412.385786210974,PP,Household
2017,India,Gujarat,Howrah,6075592,44927.65707247973,PVC,Industrial
2024,India,Karnataka,Howrah,482146,10443.500967382886,PP,Packaging
2019,India,Gujarat,Varanasi,8672921,16620.520951364768,PVC,Packaging
2018,India,Karnataka,Howrah,687896,38357.47485333572,PVC,Household
2017,India,Karnataka,Varanasi,1465174,35148.73760247454,PVC,Packaging
2023,India,Nagaland,Varanasi,832817,40616.47194923185,PP,Industrial
2024,India,Nagaland,Siliguri,4504726,39950.8595830198,PVC,Industrial
2018,India,Karnataka,Varanasi,4462811,10978.433564417957,PVC,Industrial
2018,India,Karnataka,Varanasi,9499912,45631.463501892205,Other,Industrial
2023,India,Karnataka,Howrah,5654576,48492.843419708675,Other,Industrial
2022,India,Karnataka,Siliguri,1617619,39323.89345487178,Other,Household
2024,India,Karnataka,Howrah,309550,34459.00197506636,Other,Packaging
2024,India,Nagaland,Howrah,8092702,34525.653029362955,Other,Packaging
2016,India,Nagaland,Howrah,3356053,30446.891757051715,Other,Household
2022,India,Karnataka,Howrah,5640700,13232.610543661498,Other,Household
2021,India,Karnataka,Howrah,4878048,35964.820097175056,PP,Packaging
2016,India,Karnataka,Siliguri,8445284,3879.8521043445357,Other,Industrial
2022,India,Gujarat,Varanasi,2660148,3121.809018928107,PP,Household
2018,India,Gujarat,Howrah,9719062,5767.881524528858,PP,Industrial
2023,India,Nagaland,Siliguri,5398073,15934.316681159935,Other,Household
2018,India,Karnataka,Howrah,5063128,36306.08900805988,PP,Industrial
2016,India,Karnataka,Varanasi,6924157,30552.396536316053,PP,Packaging
2020,India,Nagaland,Siliguri,3454075,48627.59345838076,Other,Household
2022,India,Gujarat,Varanasi,7232812,17197.095308858843,PP,Industrial
2021,India,Gujarat,Siliguri,4357001,13944.107284275433,PVC,Industrial
2020,India,Karnataka,Siliguri,7430159,44846.91518172423,PVC,Industrial
2017,India,Nagaland,Howrah,4904024,41380.74576805669,PVC,Industrial
2019,India,Gujarat,Howrah,98163,41689.00254143977,PP,Packaging
2016,India,Karnataka,Siliguri,1651164,10447.636095703994,PP,Household
2019,India,Karnataka,Howrah,123919,10461.544145221085,PVC,Household
2023,India,Karnataka,Howrah,5065234,35515.20323476806,PP,Industrial
2017,India,Nagaland,Howrah,8773308,19418.92622186796,PVC,Industrial
2019,India,Gujarat,Varanasi,4212262,16168.35950555321,PP,Packaging
2020,India,Gujarat,Siliguri,1683319,38531.10632561573,Other,Household
2024,India,Nagaland,Siliguri,5255266,31541.02738637288,Other,Household
2022,India,Nagaland,Varanasi,1679666,24958.68638797489,PP,Household
2018,India,Nagaland,Siliguri,3644177,43409.847653117686,Other,Industrial
2022,India,Gujarat,Siliguri,8686121,49102.22916526011,PVC,Household
2015,India,Nagaland,Howrah,7420070,28331.870385189377,Other,Packaging
2023,India,Nagaland,Varanasi,5207289,46724.51506257517,PP,Household
2015,India,Gujarat,Varanasi,7707117,36959.43290701921,PP,Household
2019,India,Gujarat,Varanasi,8243124,9168.493803325371,Other,Industrial
2021,India,Nagaland,Howrah,8855245,46714.552952949576,Other,Household
2021,India,Gujarat,Howrah,5981369,22905.253163248788,PVC,Household
2018,India,Nagaland,Varanasi,5834484,34737.42403558648,PVC,Industrial
2021,India,Gujarat,Varanasi,4987180,24559.537298063384,PVC,Household
2016,India,Karnataka,Varanasi,6053132,45029.87257567592,PP,Industrial
2022,India,Nagaland,Varanasi,4896119,44866.946101437476,Other,Industrial
2021,India,Nagaland,Siliguri,3422740,15071.797950005492,PP,Industrial
2016,India,Nagaland,Siliguri,9390642,17143.899599333734,PP,Packaging
2017,India,Gujarat,Siliguri,9569243,10883.103058708284,PP,Household
2023,India,Nagaland,Siliguri,9245454,49339.508441836726,PP,Household
2017,India,Nagaland,Howrah,2332351,31081.01081163942,PVC,Household
2020,India,Gujarat,Siliguri,938472,30797.639399105232,PVC,Household
2015,India,Gujarat,Siliguri,2581760,17507.552413970934,PP,Industrial
2019,India,Karnataka,Howrah,3878502,41413.983639082864,PVC,Packaging
2021,India,Karnataka,Varanasi,9369650,43103.40553682254,PP,Packaging
2024,India,Karnataka,Varanasi,4193101,10691.833514882637,Other,Packaging
2024,India,Gujarat,Varanasi,3787282,27499.59507026498,PP,Household
2023,India,Gujarat,Siliguri,9855879,8157.980791227993,PP,Packaging
2017,India,Nagaland,Varanasi,7881545,29775.574683322233,Other,Industrial
2024,India,Nagaland,Varanasi,8159898,39878.55897182473,PVC,Packaging
2020,India,Gujarat,Varanasi,2972197,19819.775642140132,PVC,Household
2016,India,Gujarat,Howrah,9819886,29728.934658423237,Other,Industrial
2024,India,Gujarat,Howrah,3829035,48047.570247437,PP,Industrial
2021,India,Gujarat,Varanasi,7110964,34508.76673110937,Other,Packaging
2015,India,Gujarat,Varanasi,7332787,18381.6683203355,Other,Household
2020,India,Karnataka,Howrah,5696957,10974.032937058768,PP,Household
2015,India,Nagaland,Howrah,3464597,40656.47705751543,Other,Household
2024,India,Gujarat,Varanasi,613306,1198.588037046354,PVC,Industrial
2017,India,Gujarat,Varanasi,5173078,1519.9015433566374,PP,Industrial
2017,India,Gujarat,Siliguri,6730059,44728.83332556689,PP,Packaging
2021,India,Karnataka,Howrah,6616787,5734.236607772304,PVC,Packaging
2015,India,Gujarat,Siliguri,5580938,40958.455613445905,PVC,Industrial
2019,India,Karnataka,Siliguri,7823595,9136.113873606453,PVC,Household
2018,India,Nagaland,Siliguri,3398277,33845.12263871417,PVC,Household
2023,India,Gujarat,Varanasi,2602444,6387.8006926323915,Other,Industrial
2017,India,Karnataka,Varanasi,304482,39722.55592460536,PVC,Household
2024,India,Nagaland,Howrah,1531597,30676.128720478908,PVC,Packaging
2018,India,Nagaland,Howrah,492139,7777.1896325587795,PP,Packaging
2018,India,Nagaland,Siliguri,7274928,1913.2443388159963,PP,Packaging
2018,India,Nagaland,Howrah,4218273,27281.552218071014,Other,Household
2015,India,Nagaland,Siliguri,5676004,26558.056879189757,Other,Household
2017,India,Nagaland,Varanasi,9239944,7548.832210790511,PVC,Packaging
2018,India,Karnataka,Siliguri,2749279,7242.955001876544,PVC,Household
2019,India,Nagaland,Varanasi,8052629,36581.0152683091,Other,Household
2020,India,Nagaland,Siliguri,7092174,16840.414299072574,PP,Household
2016,India,Karnataka,Varanasi,1811906,19004.002551258403,Other,Packaging
2020,India,Nagaland,Varanasi,5463189,27233.738399187456,PVC,Packaging
2015,India,Nagaland,Varanasi,9022195,37908.475542531574,Other,Industrial
2021,India,Nagaland,Varanasi,962283,13808.469942290509,PP,Packaging
2016,India,Karnataka,Varanasi,8978070,39815.88274969962,PP,Household
2015,India,Karnataka,Siliguri,2360563,11328.909597069307,PP,Packaging
2023,India,Gujarat,Siliguri,6181160,12980.810134651854,Other,Packaging
2022,India,Gujarat,Howrah,2780089,40879.087627682915,PVC,Industrial
2018,India,Gujarat,Howrah,9666219,13163.524802494136,Other,Household
2018,India,Nagaland,Howrah,734946,38371.20181974648,PVC,Packaging
2018,India,Nagaland,Howrah,2772724,43136.88381971538,PVC,Household
2018,India,Nagaland,Howrah,6455938,2795.2456563910337,PVC,Packaging
2020,India,Karnataka,Siliguri,842460,12919.968209585206,Other,Packaging
2024,India,Karnataka,Howrah,9366146,34369.48343849391,PVC,Packaging
2022,India,Nagaland,Siliguri,325049,33169.35069267462,PP,Industrial
2017,India,Gujarat,Varanasi,720455,43027.57892340623,PVC,Industrial
2015,India,Karnataka,Howrah,3566079,36934.26479412678,PVC,Packaging
2015,India,Gujarat,Howrah,9552502,33476.042870207515,Other,Industrial
2020,India,Gujarat,Howrah,3242219,9893.627173738807,Other,Household
2019,India,Gujarat,Varanasi,8279226,38126.94406960014,Other,Household
2018,India,Gujarat,Howrah,1055095,2529.5282335727825,PP,Packaging
2017,India,Gujarat,Siliguri,8324964,35254.917328103256,PVC,Packaging
2024,India,Karnataka,Varanasi,4605477,21904.956252529122,PVC,Packaging
2023,India,Nagaland,Siliguri,5223913,31915.095294651677,PP,Packaging
2019,India,Karnataka,Siliguri,280005,1205.8273482260322,PVC,Industrial
2015,India,Nagaland,Varanasi,4535159,35391.47366805972,PVC,Household
2015,India,Gujarat,Siliguri,205850,12216.412270960804,PVC,Household
2020,India,Gujarat,Howrah,8182706,29737.362071772575,PP,Household
2023,India,Gujarat,Howrah,5413380,24926.73779345386,PP,Packaging
2021,India,Karnataka,Varanasi,3148332,45773.95432791652,Other,Household
2016,India,Karnataka,Varanasi,5422019,25665.753777094953,PVC,Packaging
2020,India,Gujarat,Siliguri,6192908,11007.366476964184,PVC,Packaging
2020,India,Nagaland,Siliguri,2433274,12054.713115256927,Other,Household
2017,India,Karnataka,Varanasi,419044,7718.403878231058,PP,Industrial
2016,India,Nagaland,Howrah,1561427,28694.52574586934,PP,Household
2020,India,Nagaland,Howrah,337844,42090.04828263065,PP,Industrial
2020,India,Karnataka,Varanasi,7142420,26849.943899398928,PP,Industrial
2015,India,Nagaland,Howrah,6278956,6990.243085702882,PVC,Industrial
2023,India,Nagaland,Siliguri,2380304,28080.63334588116,PVC,Industrial
2016,India,Nagaland,Siliguri,1933388,23447.22882464998,PP,Industrial
2015,India,Nagaland,Varanasi,5702975,24451.365699429756,PVC,Industrial
2017,India,Gujarat,Varanasi,3494247,31085.709000093688,PVC,Household
2016,India,Karnataka,Siliguri,6110310,38874.6444196,PP,Household
2020,India,Gujarat,Siliguri,1151293,29867.496775942996,PVC,Household
2020,India,Nagaland,Siliguri,7476328,27595.51624515523,PVC,Packaging
2024,India,Karnataka,Howrah,8977722,40542.95328954195,PVC,Household
